id	decision_id	scope	lifecycle	form_kind	symbol	surface	examples	source_evidence	parser_status	parser_evidence	formatter_emission_status	formatter_emission_evidence	formatter_roundtrip_status	formatter_roundtrip_evidence	linter_recognition_status	linter_recognition_evidence	linter_teaching_status	linter_teaching_evidence	language_server_status	language_server_evidence	canvas_status	canvas_evidence
syntax-d-w4310-bytes1-symbol-w4310-surface-names-ceil-797e6684	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	ceil		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:627	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	covered	crates/jet-canvas/src/js/drawing-palette.js:79;crates/jet-canvas/src/js/graph-rendering.js:352;crates/jet-canvas/src/js/graph-rendering.js:359;crates/jet-canvas/src/js/graph-rendering.js:383
syntax-d-w4310-bytes1-symbol-w4310-surface-names-floor-e7d9fc41	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	floor		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:626	covered	crates/jet-parser/src/lib.rs:442;crates/jet-parser/src/Parser/Items/imports_policy.rs:334	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598;crates/jet-parser/src/lib.rs:442;crates/jet-parser/src/Parser/Items/imports_policy.rs:334;tests/ui/ffi_unknown_language.stderr:6	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	covered	crates/jet-canvas/src/js/diagnostics-query.js:362;crates/jet-canvas/src/js/diagnostics-query.js:363
syntax-d-w4310-bytes1-symbol-w4310-surface-names-from-decimal-a52ab6b9	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	from_decimal		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:628	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-from-fraction-1bf488f8	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	from_fraction		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:629	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-from-radix-82aa55b4	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	from_radix		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:624	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-hmac-sha256-9d50c874	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	hmac_sha256		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:622	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-peek-2472bcaa	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	peek		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:608	covered	crates/jet-parser/src/Parser/Expressions/binary_unary.rs:72;crates/jet-parser/src/Parser/Expressions/binary_unary.rs:76;crates/jet-parser/src/Parser/Expressions/binary_unary.rs:114;crates/jet-parser/src/Parser/Expressions/binary_unary.rs:119;crates/jet-parser/src/Parser/Expressions/binary_unary.rs:121;crates/jet-parser/src/Parser/Expressions/binary_unary.rs:129	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-parser/src/Parser/Expressions/primary.rs:711;crates/jet-parser/src/Parser/Items/functions_params.rs:624;crates/jet-parser/src/Parser/Items/functions_params.rs:626;crates/jet-parser/src/Parser/Items/functions_params.rs:628;crates/jet-parser/src/Parser/Items/functions_params.rs:630;crates/jet-parser/src/Parser/Statements/bindings.rs:589	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-read-f32-be-b40d8893	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	read_f32_be		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:606	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-read-f64-be-fa3782ba	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	read_f64_be		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:607	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-read-i16-be-ba3f75d6	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	read_i16_be		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:601	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-read-i16-le-c62783d4	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	read_i16_le		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:600	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-read-i32-be-cdf76fd4	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	read_i32_be		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:603	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-read-i32-le-c20f61d6	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	read_i32_le		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:602	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-read-i64-be-1feb624d	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	read_i64_be		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:605	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-read-i64-le-0bc8b08f	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	read_i64_le		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:604	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-read-i8-c1340793	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	read_i8		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:599	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-w4310-bytes1-symbol-w4310-surface-names-round-f800c8df	D-W4310-BYTES1	user	current	keyword_or_name	W4310_SURFACE_NAMES	round		crates/jet-foundation/src/Syntax.rs:595;crates/jet-foundation/src/Syntax.rs:598;crates/jet-foundation/src/Syntax.rs:625	covered	crates/jet-parser/src/Formatter/mod.rs:372	covered	crates/jet-parser/src/Formatter/mod.rs:372	covered	tests/fmt.rs:2978;tests/fmt.rs:2981;tests/fmt.rs:3239;tests/fmt.rs:3241	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:598;tests/ui/core_math_value_type_mismatch.stderr:46;tests/ui/core_math_value_type_mismatch.stderr:49;tests/ui/int_div_compound_on_int.stderr:7;tests/ui/quantity_implicit_rounding.stderr:1;tests/ui/serde_u64_direct_not_codable.stderr:6	covered	Source/LSP/Check.rs:283;Source/LSP/Check.rs:284	covered	crates/jet-canvas/src/html.rs:53;crates/jet-canvas/src/js/graph-rendering.js:20;crates/jet-canvas/src/js/graph-rendering.js:1233;crates/jet-canvas/src/js/graph-rendering.js:1363;crates/jet-canvas/src/js/graph-rendering.js:1364
